meeting_key,session_key,overtaking_driver_number,overtaken_driver_number,date,position
1225,9189,24,31,2023-11-19T06:42:11.874000+00:00,8
1225,9189,10,31,2023-11-19T06:42:17.093000+00:00,9
1225,9189,23,31,2023-11-19T06:42:24.421000+00:00,10
1225,9189,81,31,2023-11-19T06:42:29.905000+00:00,11
1225,9189,20,77,2023-11-19T06:42:46.014000+00:00,14
1225,9189,11,16,2023-11-19T06:43:34.342000+00:00,1
1225,9189,18,16,2023-11-19T06:43:46.123000+00:00,2
1225,9189,44,22,2023-11-19T06:43:55.560000+00:00,17
1225,9189,3,22,2023-11-19T06:44:15.778000+00:00,18
1225,9189,81,23,2023-11-19T06:44:19.325000+00:00,10
1225,9189,63,14,2023-11-19T06:44:56.075000+00:00,5
1225,9189,27,77,2023-11-19T06:45:21.746000+00:00,15
1225,9189,1,14,2023-11-19T06:45:27.027000+00:00,6
1225,9189,63,55,2023-11-19T06:48:12.852000+00:00,4
1225,9189,55,63,2023-11-19T06:48:13.118000+00:00,4
1225,9189,63,55,2023-11-19T06:48:16.649000+00:00,4
1225,9189,1,55,2023-11-19T06:48:28.868000+00:00,5
1225,9189,10,24,2023-11-19T06:48:30.133000+00:00,8
1225,9189,31,23,2023-11-19T06:48:40.586000+00:00,11
1225,9189,44,77,2023-11-19T06:49:09.492000+00:00,16
1225,9189,81,24,2023-11-19T06:49:13.726000+00:00,9
1225,9189,3,77,2023-11-19T06:49:18.523000+00:00,17
1225,9189,1,63,2023-11-19T06:49:40.695000+00:00,4
1225,9189,16,18,2023-11-19T06:49:56.319000+00:00,2
1225,9189,31,24,2023-11-19T06:50:19.116000+00:00,10
1225,9189,16,11,2023-11-19T06:52:09.020000+00:00,1
1225,9189,10,14,2023-11-19T06:52:26.129000+00:00,7
1225,9189,10,55,2023-11-19T06:52:26.129000+00:00,6
1225,9189,10,63,2023-11-19T06:52:26.129000+00:00,5
1225,9189,10,1,2023-11-19T06:52:26.129000+00:00,4
1225,9189,10,18,2023-11-19T06:52:26.129000+00:00,3
1225,9189,23,24,2023-11-19T06:52:26.848000+00:00,11
1225,9189,81,14,2023-11-19T06:52:27.567000+00:00,8
1225,9189,81,55,2023-11-19T06:52:27.567000+00:00,7
1225,9189,81,63,2023-11-19T06:52:27.567000+00:00,6
1225,9189,81,1,2023-11-19T06:52:27.567000+00:00,5
1225,9189,81,18,2023-11-19T06:52:27.567000+00:00,4
1225,9189,31,14,2023-11-19T06:52:29.363000+00:00,9
1225,9189,31,55,2023-11-19T06:52:29.363000+00:00,8
1225,9189,31,63,2023-11-19T06:52:29.363000+00:00,7
1225,9189,31,1,2023-11-19T06:52:29.363000+00:00,6
1225,9189,31,18,2023-11-19T06:52:29.363000+00:00,5
1225,9189,1,18,2023-11-19T06:52:30.098000+00:00,6
1225,9189,23,14,2023-11-19T06:52:31.910000+00:00,10
1225,9189,23,55,2023-11-19T06:52:31.910000+00:00,9
1225,9189,23,63,2023-11-19T06:52:31.910000+00:00,8
1225,9189,1,31,2023-11-19T06:52:35.035000+00:00,5
1225,9189,2,24,2023-11-19T06:52:36.566000+00:00,12
1225,9189,2,14,2023-11-19T06:52:36.566000+00:00,11
1225,9189,2,55,2023-11-19T06:52:36.566000+00:00,10
1225,9189,55,2,2023-11-19T06:52:41.519000+00:00,10
1225,9189,3,44,2023-11-19T06:53:02.816000+00:00,16
1225,9189,3,27,2023-11-19T06:53:02.816000+00:00,15
1225,9189,14,2,2023-11-19T06:57:54.373000+00:00,11
1225,9189,23,18,2023-11-19T06:57:57.233000+00:00,7
1225,9189,27,3,2023-11-19T06:58:05.951000+00:00,15
1225,9189,81,10,2023-11-19T06:58:15.982000+00:00,3
1225,9189,24,2,2023-11-19T06:58:16.154000+00:00,12
1225,9189,44,3,2023-11-19T06:59:47.449000+00:00,16
1225,9189,44,27,2023-11-19T07:01:38.260000+00:00,15
1225,9189,1,10,2023-11-19T07:02:26.244000+00:00,4
1225,9189,11,16,2023-11-19T07:04:07.304000+00:00,1
1225,9189,1,81,2023-11-19T07:05:46.927000+00:00,3
1225,9189,44,20,2023-11-19T07:05:57.052000+00:00,14
1225,9189,31,10,2023-11-19T07:06:04.333000+00:00,5
1225,9189,10,31,2023-11-19T07:06:08.693000+00:00,5
1225,9189,31,10,2023-11-19T07:06:24.911000+00:00,5
1225,9189,44,2,2023-11-19T07:06:31.583000+00:00,13
1225,9189,16,11,2023-11-19T07:08:58.393000+00:00,1
1225,9189,18,23,2023-11-19T07:09:07.627000+00:00,7
1225,9189,22,77,2023-11-19T07:09:22.455000+00:00,18
1225,9189,77,22,2023-11-19T07:09:30.580000+00:00,18
1225,9189,1,11,2023-11-19T07:10:24.188000+00:00,2
1225,9189,22,77,2023-11-19T07:11:03.672000+00:00,18
1225,9189,1,16,2023-11-19T07:12:04.655000+00:00,1
1225,9189,44,24,2023-11-19T07:12:18.921000+00:00,12
1225,9189,63,23,2023-11-19T07:15:32.745000+00:00,8
1225,9189,55,23,2023-11-19T07:16:19.354000+00:00,9
1225,9189,14,23,2023-11-19T07:16:20.010000+00:00,10
1225,9189,44,23,2023-11-19T07:16:37.197000+00:00,11
1225,9189,20,2,2023-11-19T07:16:42.166000+00:00,14
1225,9189,18,10,2023-11-19T07:18:43.164000+00:00,6
1225,9189,27,2,2023-11-19T07:20:00.756000+00:00,15
1225,9189,11,16,2023-11-19T07:21:24.817000+00:00,2
1225,9189,63,10,2023-11-19T07:21:55.692000+00:00,7
1225,9189,31,81,2023-11-19T07:22:13.207000+00:00,4
1225,9189,18,81,2023-11-19T07:22:19.238000+00:00,5
1225,9189,63,81,2023-11-19T07:22:21.707000+00:00,6
1225,9189,10,81,2023-11-19T07:22:22.472000+00:00,7
1225,9189,55,81,2023-11-19T07:22:23.082000+00:00,8
1225,9189,14,81,2023-11-19T07:22:24.144000+00:00,9
1225,9189,44,81,2023-11-19T07:22:25.050000+00:00,10
1225,9189,55,10,2023-11-19T07:22:42.972000+00:00,7
1225,9189,23,81,2023-11-19T07:22:53.925000+00:00,11
1225,9189,14,10,2023-11-19T07:23:39.268000+00:00,8
1225,9189,81,23,2023-11-19T07:23:57.283000+00:00,11
1225,9189,44,10,2023-11-19T07:23:58.439000+00:00,9
1225,9189,3,2,2023-11-19T07:25:33.625000+00:00,16
1225,9189,44,14,2023-11-19T07:26:53.311000+00:00,8
1225,9189,20,24,2023-11-19T07:27:05.108000+00:00,13
1225,9189,3,27,2023-11-19T07:27:18.358000+00:00,15
1225,9189,2,27,2023-11-19T07:27:20.389000+00:00,16
1225,9189,22,27,2023-11-19T07:27:33.514000+00:00,17
1225,9189,77,27,2023-11-19T07:27:53.388000+00:00,18
1225,9189,77,22,2023-11-19T07:29:13.121000+00:00,17
1225,9189,63,18,2023-11-19T07:29:57.214000+00:00,5
1225,9189,81,10,2023-11-19T07:30:12.964000+00:00,10
1225,9189,3,24,2023-11-19T07:32:02.447000+00:00,14
1225,9189,16,11,2023-11-19T07:33:04.914000+00:00,2
1225,9189,63,31,2023-11-19T07:33:13.711000+00:00,4
1226,9197,4,63,2023-11-26T13:03:47.393000+00:00,4
1226,9197,14,22,2023-11-26T13:03:47.846000+00:00,6
1226,9197,44,10,2023-11-26T13:03:48.940000+00:00,10
1226,9197,44,11,2023-11-26T13:03:48.940000+00:00,9
1226,9197,44,27,2023-11-26T13:03:48.940000+00:00,8
1226,9197,11,27,2023-11-26T13:03:49.065000+00:00,9
1226,9197,10,27,2023-11-26T13:03:49.221000+00:00,10
1226,9197,31,27,2023-11-26T13:03:49.299000+00:00,11
1226,9197,55,3,2023-11-26T13:03:50.253000+00:00,15
1226,9197,55,23,2023-11-26T13:03:50.253000+00:00,14
1226,9197,3,23,2023-11-26T13:03:50.346000+00:00,15
1226,9197,77,20,2023-11-26T13:03:50.660000+00:00,17
1226,9197,77,23,2023-11-26T13:03:50.660000+00:00,16
1226,9197,20,23,2023-11-26T13:03:50.721000+00:00,17
1226,9197,2,24,2023-11-26T13:03:50.971000+00:00,19
1226,9197,22,14,2023-11-26T13:05:01.299000+00:00,6
1226,9197,10,11,2023-11-26T13:05:02.502000+00:00,9
1226,9197,10,44,2023-11-26T13:05:02.502000+00:00,8
1226,9197,18,27,2023-11-26T13:05:04.627000+00:00,12
1226,9197,23,20,2023-11-26T13:05:06.502000+00:00,17
1226,9197,24,2,2023-11-26T13:05:06.845000+00:00,19
1226,9197,24,20,2023-11-26T13:05:06.845000+00:00,18
1226,9197,2,20,2023-11-26T13:05:46.017000+00:00,19
1226,9197,24,23,2023-11-26T13:05:54.251000+00:00,17
1226,9197,20,2,2023-11-26T13:05:55.314000+00:00,19
1226,9197,55,27,2023-11-26T13:06:03.001000+00:00,13
1226,9197,23,24,2023-11-26T13:06:04.423000+00:00,17
1226,9197,24,23,2023-11-26T13:06:08.142000+00:00,17
1226,9197,11,44,2023-11-26T13:07:21.281000+00:00,9
1226,9197,4,81,2023-11-26T13:08:39.499000+00:00,3
1226,9197,2,20,2023-11-26T13:11:16.654000+00:00,19
1226,9197,63,81,2023-11-26T13:13:30.949000+00:00,4
1226,9197,81,63,2023-11-26T13:13:38.215000+00:00,4
1226,9197,77,3,2023-11-26T13:14:15.714000+00:00,15
1226,9197,24,3,2023-11-26T13:14:16.480000+00:00,16
1226,9197,23,3,2023-11-26T13:14:22.948000+00:00,17
1226,9197,2,3,2023-11-26T13:14:24.652000+00:00,18
1226,9197,63,81,2023-11-26T13:16:32.884000+00:00,4
1226,9197,81,63,2023-11-26T13:16:40.056000+00:00,4
1226,9197,63,81,2023-11-26T13:19:35.382000+00:00,4
1226,9197,11,10,2023-11-26T13:21:10.241000+00:00,8
1226,9197,11,14,2023-11-26T13:21:44.756000+00:00,7
1226,9197,10,14,2023-11-26T13:21:50.787000+00:00,8
1226,9197,44,14,2023-11-26T13:21:51.271000+00:00,9
1226,9197,31,14,2023-11-26T13:21:51.959000+00:00,10
1226,9197,18,14,2023-11-26T13:21:52.818000+00:00,11
1226,9197,55,14,2023-11-26T13:21:54.600000+00:00,12
1226,9197,27,14,2023-11-26T13:21:58.100000+00:00,13
1226,9197,77,14,2023-11-26T13:21:58.896000+00:00,14
1226,9197,24,14,2023-11-26T13:22:00.771000+00:00,15
1226,9197,23,14,2023-11-26T13:22:02.037000+00:00,16
1226,9197,2,14,2023-11-26T13:22:03.428000+00:00,17
1226,9197,22,81,2023-11-26T13:23:13.911000+00:00,5
1226,9197,11,81,2023-11-26T13:23:21.130000+00:00,6
1226,9197,10,81,2023-11-26T13:23:22.302000+00:00,7
1226,9197,44,81,2023-11-26T13:23:22.958000+00:00,8
1226,9197,31,81,2023-11-26T13:23:23.692000+00:00,9
1226,9197,18,81,2023-11-26T13:23:24.411000+00:00,10
1226,9197,77,27,2023-11-26T13:23:25.614000+00:00,13
1226,9197,55,81,2023-11-26T13:23:26.005000+00:00,11
1226,9197,23,24,2023-11-26T13:23:28.583000+00:00,15
1226,9197,77,81,2023-11-26T13:23:30.989000+00:00,12
1226,9197,23,27,2023-11-26T13:23:33.770000+00:00,14
1226,9197,23,81,2023-11-26T13:23:33.770000+00:00,13
1226,9197,2,24,2023-11-26T13:23:35.442000+00:00,16
1226,9197,2,27,2023-11-26T13:23:35.442000+00:00,15
1226,9197,2,81,2023-11-26T13:23:35.442000+00:00,14
1226,9197,14,24,2023-11-26T13:23:40.520000+00:00,17
1226,9197,14,27,2023-11-26T13:23:40.520000+00:00,16
1226,9197,3,24,2023-11-26T13:23:43.005000+00:00,18
1226,9197,3,27,2023-11-26T13:23:43.005000+00:00,17
1226,9197,20,24,2023-11-26T13:23:48.505000+00:00,19
1226,9197,20,27,2023-11-26T13:23:56.942000+00:00,18
1226,9197,22,63,2023-11-26T13:24:49.863000+00:00,4
1226,9197,22,4,2023-11-26T13:24:49.863000+00:00,3
1226,9197,11,63,2023-11-26T13:24:52.363000+00:00,5
1226,9197,11,4,2023-11-26T13:24:52.363000+00:00,4
1226,9197,10,63,2023-11-26T13:24:53.769000+00:00,6
1226,9197,10,4,2023-11-26T13:24:53.769000+00:00,5
1226,9197,44,63,2023-11-26T13:24:54.348000+00:00,7
1226,9197,44,4,2023-11-26T13:24:54.348000+00:00,6
1226,9197,31,63,2023-11-26T13:24:55.332000+00:00,8
1226,9197,31,4,2023-11-26T13:24:55.332000+00:00,7
1226,9197,18,63,2023-11-26T13:24:56.082000+00:00,9
1226,9197,18,4,2023-11-26T13:24:56.082000+00:00,8
1226,9197,55,63,2023-11-26T13:24:57.410000+00:00,10
1226,9197,55,4,2023-11-26T13:24:57.410000+00:00,9
1226,9197,77,63,2023-11-26T13:25:02.441000+00:00,11
1226,9197,77,4,2023-11-26T13:25:02.441000+00:00,10
1226,9197,63,4,2023-11-26T13:25:04.441000+00:00,11
1226,9197,23,4,2023-11-26T13:25:13.910000+00:00,12
1226,9197,23,63,2023-11-26T13:25:13.910000+00:00,11
1226,9197,2,4,2023-11-26T13:25:15.800000+00:00,13
1226,9197,2,63,2023-11-26T13:25:15.800000+00:00,12
1226,9197,63,2,2023-11-26T13:26:20.034000+00:00,12
1226,9197,18,31,2023-11-26T13:26:22.268000+00:00,7
1226,9197,18,44,2023-11-26T13:26:22.268000+00:00,6
1226,9197,55,31,2023-11-26T13:26:29.003000+00:00,8
1226,9197,55,44,2023-11-26T13:26:29.003000+00:00,7
1226,9197,4,2,2023-11-26T13:26:31.362000+00:00,13
1226,9197,77,31,2023-11-26T13:26:33.925000+00:00,9
1226,9197,77,44,2023-11-26T13:26:33.925000+00:00,8
1226,9197,81,2,2023-11-26T13:26:35.878000+00:00,14
1226,9197,14,2,2023-11-26T13:26:36.346000+00:00,15
1226,9197,23,31,2023-11-26T13:26:37.096000+00:00,10
1226,9197,23,44,2023-11-26T13:26:37.096000+00:00,9
1226,9197,63,31,2023-11-26T13:26:38.503000+00:00,11
1226,9197,63,44,2023-11-26T13:26:38.503000+00:00,10
1226,9197,4,31,2023-11-26T13:26:40.237000+00:00,12
1226,9197,4,44,2023-11-26T13:26:40.237000+00:00,11
1226,9197,81,31,2023-11-26T13:26:40.971000+00:00,13
1226,9197,81,44,2023-11-26T13:26:40.971000+00:00,12
1226,9197,14,31,2023-11-26T13:26:41.596000+00:00,14
1226,9197,14,44,2023-11-26T13:26:41.596000+00:00,13
1226,9197,3,2,2023-11-26T13:26:43.940000+00:00,16
1226,9197,3,31,2023-11-26T13:26:43.940000+00:00,15
1226,9197,3,44,2023-11-26T13:26:43.940000+00:00,14
1226,9197,20,2,2023-11-26T13:26:50.799000+00:00,17
1226,9197,27,2,2023-11-26T13:26:52.706000+00:00,18
1226,9197,24,2,2023-11-26T13:26:57.752000+00:00,19
1226,9197,63,23,2023-11-26T13:27:32.752000+00:00,9
1226,9197,16,1,2023-11-26T13:27:43.783000+00:00,1
1226,9197,22,1,2023-11-26T13:27:51.861000+00:00,2
1226,9197,11,1,2023-11-26T13:27:54.877000+00:00,3
1226,9197,10,1,2023-11-26T13:27:58.002000+00:00,4
1226,9197,18,1,2023-11-26T13:27:58.799000+00:00,5
1226,9197,4,23,2023-11-26T13:28:04.830000+00:00,10
1226,9197,81,23,2023-11-26T13:28:06.189000+00:00,11
1226,9197,55,1,2023-11-26T13:28:08.798000+00:00,6
1226,9197,14,23,2023-11-26T13:28:11.892000+00:00,12
1226,9197,3,23,2023-11-26T13:28:14.439000+00:00,13
1226,9197,44,23,2023-11-26T13:28:18.814000+00:00,14
1226,9197,31,23,2023-11-26T13:28:19.595000+00:00,15
1226,9197,20,23,2023-11-26T13:28:22.720000+00:00,16
1226,9197,27,23,2023-11-26T13:28:23.298000+00:00,17
1226,9197,18,10,2023-11-26T13:28:31.158000+00:00,4
1226,9197,24,23,2023-11-26T13:28:36.923000+00:00,18
1226,9197,27,20,2023-11-26T13:28:52.642000+00:00,16
1226,9197,22,16,2023-11-26T13:29:23.219000+00:00,1
1226,9197,55,10,2023-11-26T13:29:26.704000+00:00,5
1226,9197,18,11,2023-11-26T13:29:29.204000+00:00,3
1226,9197,18,16,2023-11-26T13:29:29.204000+00:00,2
1226,9197,55,11,2023-11-26T13:29:31.876000+00:00,4
1226,9197,1,10,2023-11-26T13:29:33.501000+00:00,6
1226,9197,1,11,2023-11-26T13:29:33.501000+00:00,5
1226,9197,77,10,2023-11-26T13:29:37.079000+00:00,7
1226,9197,77,11,2023-11-26T13:29:37.079000+00:00,6
1226,9197,63,10,2023-11-26T13:29:38.079000+00:00,8
1226,9197,63,11,2023-11-26T13:29:38.079000+00:00,7
1226,9197,4,10,2023-11-26T13:29:40.079000+00:00,9
1226,9197,4,11,2023-11-26T13:29:40.079000+00:00,8
1226,9197,55,16,2023-11-26T13:29:40.407000+00:00,3
1226,9197,81,10,2023-11-26T13:29:41.172000+00:00,10
1226,9197,81,11,2023-11-26T13:29:41.172000+00:00,9
1226,9197,1,16,2023-11-26T13:29:41.766000+00:00,4
1226,9197,14,10,2023-11-26T13:29:42.079000+00:00,11
1226,9197,14,11,2023-11-26T13:29:42.079000+00:00,10
1226,9197,3,10,2023-11-26T13:29:44.891000+00:00,12
1226,9197,44,10,2023-11-26T13:29:48.891000+00:00,13
1226,9197,3,11,2023-11-26T13:29:53.360000+00:00,11
1226,9197,31,10,2023-11-26T13:29:58.032000+00:00,14
1226,9197,27,10,2023-11-26T13:30:01.907000+00:00,15
1226,9197,63,77,2023-11-26T13:30:18.828000+00:00,6
1226,9197,10,27,2023-11-26T13:30:35.266000+00:00,15
1226,9197,1,55,2023-11-26T13:31:35.702000+00:00,3
1226,9197,4,77,2023-11-26T13:31:42.327000+00:00,7
1226,9197,81,77,2023-11-26T13:33:11.295000+00:00,8
1226,9197,11,3,2023-11-26T13:33:18.623000+00:00,11
1226,9197,14,77,2023-11-26T13:33:37.435000+00:00,9
1226,9197,16,55,2023-11-26T13:34:38.372000+00:00,4
1226,9197,11,77,2023-11-26T13:34:47.700000+00:00,10
1226,9197,1,18,2023-11-26T13:34:56.669000+00:00,2
1226,9197,3,77,2023-11-26T13:36:29.246000+00:00,11
1226,9197,77,3,2023-11-26T13:36:39.371000+00:00,11
1226,9197,3,77,2023-11-26T13:36:46.699000+00:00,11
1226,9197,24,20,2023-11-26T13:36:55.011000+00:00,17
1226,9197,16,18,2023-11-26T13:37:00.667000+00:00,3
1226,9197,1,22,2023-11-26T13:37:01.261000+00:00,1
1226,9197,16,22,2023-11-26T13:37:05.792000+00:00,2
1226,9197,63,18,2023-11-26T13:37:07.964000+00:00,4
1226,9197,63,22,2023-11-26T13:37:07.964000+00:00,3
1226,9197,55,18,2023-11-26T13:37:09.542000+00:00,5
1226,9197,55,22,2023-11-26T13:37:09.542000+00:00,4
1226,9197,4,18,2023-11-26T13:37:09.933000+00:00,6
1226,9197,4,22,2023-11-26T13:37:09.933000+00:00,5
1226,9197,81,18,2023-11-26T13:37:12.574000+00:00,7
1226,9197,81,22,2023-11-26T13:37:12.574000+00:00,6
1226,9197,14,18,2023-11-26T13:37:13.402000+00:00,8
1226,9197,14,22,2023-11-26T13:37:13.402000+00:00,7
1226,9197,11,18,2023-11-26T13:37:14.308000+00:00,9
1226,9197,11,22,2023-11-26T13:37:14.308000+00:00,8
1226,9197,3,18,2023-11-26T13:37:18.620000+00:00,10
1226,9197,77,18,2023-11-26T13:37:19.698000+00:00,11
1226,9197,44,18,2023-11-26T13:37:19.980000+00:00,12
1226,9197,31,18,2023-11-26T13:37:21.277000+00:00,13
1226,9197,3,22,2023-11-26T13:37:26.964000+00:00,9
1226,9197,77,22,2023-11-26T13:37:28.355000+00:00,10
1226,9197,44,22,2023-11-26T13:37:28.651000+00:00,11
1226,9197,23,20,2023-11-26T13:37:30.870000+00:00,18
1226,9197,2,20,2023-11-26T13:37:32.105000+00:00,19
1226,9197,10,18,2023-11-26T13:37:33.323000+00:00,14
1226,9197,4,55,2023-11-26T13:37:39.261000+00:00,4
1226,9197,44,77,2023-11-26T13:37:49.511000+00:00,10
1226,9197,22,77,2023-11-26T13:38:12.042000+00:00,11
1226,9197,18,10,2023-11-26T13:38:16.401000+00:00,14
1226,9197,81,55,2023-11-26T13:38:37.635000+00:00,5
1226,9197,14,55,2023-11-26T13:38:43.510000+00:00,6
1226,9197,11,55,2023-11-26T13:38:44.291000+00:00,7
1226,9197,3,55,2023-11-26T13:38:49.057000+00:00,8
1226,9197,44,55,2023-11-26T13:38:50.197000+00:00,9
1226,9197,22,55,2023-11-26T13:38:51.182000+00:00,10
1226,9197,77,55,2023-11-26T13:38:52.604000+00:00,11
1226,9197,31,55,2023-11-26T13:38:53.150000+00:00,12
1226,9197,18,55,2023-11-26T13:38:55.104000+00:00,13
1226,9197,10,55,2023-11-26T13:38:56.135000+00:00,14
1226,9197,27,55,2023-11-26T13:39:06.666000+00:00,15
1226,9197,31,77,2023-11-26T13:39:22.588000+00:00,11
1226,9197,11,14,2023-11-26T13:40:46.227000+00:00,6
1226,9197,18,77,2023-11-26T13:40:54.774000+00:00,12
1226,9197,44,3,2023-11-26T13:41:00.821000+00:00,8
1226,9197,10,77,2023-11-26T13:42:39.132000+00:00,13
1226,9197,22,3,2023-11-26T13:42:42.429000+00:00,9
1226,9197,18,31,2023-11-26T13:42:45.476000+00:00,11
1226,9197,23,24,2023-11-26T13:43:01.898000+00:00,17
1226,9197,55,27,2023-11-26T13:44:13.303000+00:00,15
1226,9197,11,81,2023-11-26T13:45:23.349000+00:00,5
1226,9197,55,77,2023-11-26T13:45:35.083000+00:00,14
1226,9197,18,3,2023-11-26T13:46:56.473000+00:00,10
1226,9197,27,77,2023-11-26T13:48:01.816000+00:00,15
1226,9197,23,77,2023-11-26T13:48:09.425000+00:00,16
1226,9197,24,77,2023-11-26T13:48:10.363000+00:00,17
1226,9197,2,77,2023-11-26T13:48:11.894000+00:00,18
1226,9197,31,3,2023-11-26T13:50:52.267000+00:00,11
1226,9197,10,3,2023-11-26T13:51:00.252000+00:00,12
1226,9197,55,3,2023-11-26T13:51:01.486000+00:00,13
1226,9197,27,3,2023-11-26T13:51:08.314000+00:00,14
1226,9197,23,3,2023-11-26T13:51:10.517000+00:00,15
1226,9197,24,3,2023-11-26T13:51:12.251000+00:00,16
1226,9197,2,3,2023-11-26T13:51:13.158000+00:00,17
1226,9197,55,10,2023-11-26T13:52:26.266000+00:00,12
1226,9197,27,10,2023-11-26T13:52:39.063000+00:00,13
1226,9197,23,10,2023-11-26T13:52:40.860000+00:00,14
1226,9197,24,10,2023-11-26T13:52:43.141000+00:00,15
1226,9197,2,10,2023-11-26T13:52:44.344000+00:00,16
1226,9197,3,10,2023-11-26T13:52:48.344000+00:00,17
1226,9197,11,4,2023-11-26T13:53:38.859000+00:00,4
1226,9197,81,4,2023-11-26T13:53:43.718000+00:00,5
1226,9197,14,4,2023-11-26T13:53:46.203000+00:00,6
1226,9197,44,4,2023-11-26T13:53:48.046000+00:00,7
1226,9197,22,4,2023-11-26T13:53:50.203000+00:00,8
1226,9197,18,4,2023-11-26T13:54:01.828000+00:00,9
1226,9197,23,27,2023-11-26T13:54:06.265000+00:00,13
1226,9197,24,27,2023-11-26T13:54:13.984000+00:00,14
1226,9197,2,27,2023-11-26T13:54:15.171000+00:00,15
1226,9197,3,27,2023-11-26T13:54:17.702000+00:00,16
1226,9197,10,27,2023-11-26T13:54:24.124000+00:00,17
1226,9197,11,63,2023-11-26T13:55:08.061000+00:00,3
1226,9197,81,63,2023-11-26T13:55:13.624000+00:00,4
1226,9197,14,63,2023-11-26T13:55:15.889000+00:00,5
1226,9197,44,63,2023-11-26T13:55:17.811000+00:00,6
1226,9197,22,63,2023-11-26T13:55:20.155000+00:00,7
1226,9197,18,63,2023-11-26T13:55:31.717000+00:00,8
1226,9197,11,16,2023-11-26T13:56:37.357000+00:00,2
1226,9197,81,16,2023-11-26T13:56:43.419000+00:00,3
1226,9197,14,16,2023-11-26T13:56:45.841000+00:00,4
1226,9197,22,44,2023-11-26T13:56:49.904000+00:00,6
1226,9197,18,44,2023-11-26T13:56:53.404000+00:00,7
1226,9197,63,44,2023-11-26T13:56:53.544000+00:00,8
1226,9197,4,44,2023-11-26T13:56:54.435000+00:00,9
1226,9197,22,16,2023-11-26T13:56:58.154000+00:00,5
1226,9197,31,44,2023-11-26T13:56:58.294000+00:00,10
1226,9197,55,44,2023-11-26T13:57:00.263000+00:00,11
1226,9197,63,18,2023-11-26T13:57:22.435000+00:00,7
1226,9197,22,14,2023-11-26T13:58:19.543000+00:00,4
1226,9197,22,81,2023-11-26T13:58:19.543000+00:00,3
1226,9197,16,14,2023-11-26T13:58:21.059000+00:00,5
1226,9197,16,81,2023-11-26T13:58:21.059000+00:00,4
1226,9197,63,14,2023-11-26T13:58:22.215000+00:00,6
1226,9197,63,81,2023-11-26T13:58:22.215000+00:00,5
1226,9197,18,14,2023-11-26T13:58:24.075000+00:00,7
1226,9197,18,81,2023-11-26T13:58:24.075000+00:00,6
1226,9197,4,14,2023-11-26T13:58:24.434000+00:00,8
1226,9197,4,81,2023-11-26T13:58:24.434000+00:00,7
1226,9197,31,14,2023-11-26T13:58:28.965000+00:00,9
1226,9197,31,81,2023-11-26T13:58:28.965000+00:00,8
1226,9197,55,14,2023-11-26T13:58:30.528000+00:00,10
1226,9197,55,81,2023-11-26T13:58:38.762000+00:00,9
1226,9197,4,18,2023-11-26T13:58:56.262000+00:00,6
1226,9197,44,14,2023-11-26T13:59:10.574000+00:00,11
1226,9197,3,2,2023-11-26T13:59:20.105000+00:00,15
1226,9197,2,3,2023-11-26T13:59:36.714000+00:00,15
1226,9197,2,24,2023-11-26T14:00:13.995000+00:00,14
1226,9197,3,24,2023-11-26T14:00:19.604000+00:00,15
1226,9197,10,24,2023-11-26T14:00:21.667000+00:00,16
1226,9197,16,22,2023-11-26T14:00:21.823000+00:00,3
1226,9197,27,24,2023-11-26T14:00:31.604000+00:00,17
1226,9197,77,24,2023-11-26T14:00:34.792000+00:00,18
1226,9197,20,24,2023-11-26T14:00:45.432000+00:00,19
1226,9197,14,44,2023-11-26T14:00:48.729000+00:00,11
1226,9197,63,22,2023-11-26T14:01:52.525000+00:00,4
1226,9197,81,55,2023-11-26T14:02:11.088000+00:00,9
1226,9197,81,31,2023-11-26T14:02:11.088000+00:00,8
1226,9197,55,31,2023-11-26T14:02:11.634000+00:00,9
1226,9197,3,2,2023-11-26T14:02:49.322000+00:00,14
1226,9197,10,2,2023-11-26T14:03:22.540000+00:00,15
1226,9197,24,20,2023-11-26T14:04:29.492000+00:00,19
1226,9197,4,22,2023-11-26T14:06:22.507000+00:00,5
1226,9197,27,2,2023-11-26T14:06:31.163000+00:00,16
1226,9197,77,2,2023-11-26T14:06:35.350000+00:00,17
1226,9197,24,2,2023-11-26T14:06:37.413000+00:00,18
1226,9197,20,2,2023-11-26T14:06:39.741000+00:00,19
1226,9197,14,31,2023-11-26T14:06:53.475000+00:00,10
1226,9197,16,11,2023-11-26T14:07:12.865000+00:00,2
1226,9197,63,11,2023-11-26T14:07:15.631000+00:00,3
1226,9197,81,18,2023-11-26T14:07:20.709000+00:00,7
1226,9197,4,11,2023-11-26T14:07:27.303000+00:00,4
1226,9197,22,11,2023-11-26T14:07:28.803000+00:00,5
1226,9197,55,18,2023-11-26T14:07:29.225000+00:00,8
1226,9197,14,18,2023-11-26T14:07:31.553000+00:00,9
1226,9197,31,18,2023-11-26T14:07:32.975000+00:00,10
1226,9197,44,18,2023-11-26T14:07:33.490000+00:00,11
1226,9197,23,18,2023-11-26T14:07:52.146000+00:00,12
1226,9197,44,31,2023-11-26T14:08:02.349000+00:00,10
1226,9197,24,77,2023-11-26T14:08:56.817000+00:00,17
1226,9197,18,23,2023-11-26T14:09:10.317000+00:00,12
1226,9197,3,23,2023-11-26T14:09:16.942000+00:00,13
